name_ar,name_en,caza_ar,is_municipality,source,added_at
Baskinta,Baskinta,,no,Towns.xlsx,2026-05-31
Zaraaoun,Zaraaoun,,no,Towns.xlsx,2026-05-31
Yanouh Jbayl,Yanouh Jbayl,,no,Towns.xlsx,2026-05-31
Zahleh Haouch El-Oumara,Zahleh Haouch El-Oumara,,no,Towns.xlsx,2026-05-31
Aain Et-Teffaha,Aain Et-Teffaha,,no,Towns.xlsx,2026-05-31
Kfar Melki Saida,Kfar Melki Saida,,no,Towns.xlsx,2026-05-31
Mzakkeh,Mzakkeh,,no,Towns.xlsx,2026-05-31
Qatnaaoun,Qatnaaoun,,no,Towns.xlsx,2026-05-31
Ouadi Chahrour El Aaoulia,Ouadi Chahrour El Aaoulia,,no,Towns.xlsx,2026-05-31
Tayr Falsay,Tayr Falsay,,no,Towns.xlsx,2026-05-31
Mrayjat Zahleh,Mrayjat Zahleh,,no,Towns.xlsx,2026-05-31
Habil,Habil,,no,Towns.xlsx,2026-05-31
Hboub,Hboub,,no,Towns.xlsx,2026-05-31
Biret Ech-Chouf,Biret Ech-Chouf,,no,Towns.xlsx,2026-05-31
Ouadi Chahrour Es-Soufla,Ouadi Chahrour Es-Soufla,,no,Towns.xlsx,2026-05-31
Ghidras,Ghidras,,no,Towns.xlsx,2026-05-31
Saida Kefraya,Saida Kefraya,,no,Towns.xlsx,2026-05-31
Ouadi El-Laymoun,Ouadi El-Laymoun,,no,Towns.xlsx,2026-05-31
Mazraat Doumiat,Mazraat Doumiat,,no,Towns.xlsx,2026-05-31
Mrah Ez Ziyat,Mrah Ez Ziyat,,no,Towns.xlsx,2026-05-31
Qaa Baalbek,Qaa Baalbek,,no,Towns.xlsx,2026-05-31
Behouaita,Behouaita,,no,Towns.xlsx,2026-05-31
Halbata,Halbata,,no,Towns.xlsx,2026-05-31
Bou Zrideh,Bou Zrideh,,no,Towns.xlsx,2026-05-31
Bmahray,Bmahray,,no,Towns.xlsx,2026-05-31
Mazraat 'Snaiber,Mazraat 'Snaiber,,no,Towns.xlsx,2026-05-31
Tikrit,Tikrit,,no,Towns.xlsx,2026-05-31
Rmeilet Ech-Chouf,Rmeilet Ech-Chouf,,no,Towns.xlsx,2026-05-31
Harf Jezzine,Harf Jezzine,,no,Towns.xlsx,2026-05-31
Bourj Hammoud,Bourj Hammoud,,no,Towns.xlsx,2026-05-31
Bechtoudar,Bechtoudar,,no,Towns.xlsx,2026-05-31
Btekhnay,Btekhnay,,no,Towns.xlsx,2026-05-31
Jrabta El-Batroun,Jrabta El-Batroun,,no,Towns.xlsx,2026-05-31
Mazraat Ketrane,Mazraat Ketrane,,no,Towns.xlsx,2026-05-31
Zaaitreh,Zaaitreh,,no,Towns.xlsx,2026-05-31
Beit Mellat,Beit Mellat,,no,Towns.xlsx,2026-05-31
Bqaa Kafra,Bqaa Kafra,,no,Towns.xlsx,2026-05-31
Qornet Aakkar,Qornet Aakkar,,no,Towns.xlsx,2026-05-31
Zahleh El-Maallaqa,Zahleh El-Maallaqa,,no,Towns.xlsx,2026-05-31
Froun,Froun,,no,Towns.xlsx,2026-05-31
Borj El-Yahoudiyeh,Borj El-Yahoudiyeh,,no,Towns.xlsx,2026-05-31
Trablous El Hadid,Trablous El Hadid,,no,Towns.xlsx,2026-05-31
Marj Ez-Zouhour (Haouch El-Qinnaabeh),Marj Ez-Zouhour (Haouch El-Qinnaabeh),,no,Towns.xlsx,2026-05-31
Maaysra Kesrouane,Maaysra Kesrouane,,no,Towns.xlsx,2026-05-31
Zouq El Hosniyeh,Zouq El Hosniyeh,,no,Towns.xlsx,2026-05-31
Bakhaaoun,Bakhaaoun,,no,Towns.xlsx,2026-05-31
Deir Khouna,Deir Khouna,,no,Towns.xlsx,2026-05-31
Nahleh baalbek,Nahleh baalbek,,no,Towns.xlsx,2026-05-31
Dahr Laissine,Dahr Laissine,,no,Towns.xlsx,2026-05-31
Ouadi El-Haour,Ouadi El-Haour,,no,Towns.xlsx,2026-05-31
Mchaa Faraya,Mchaa Faraya,,no,Towns.xlsx,2026-05-31
Aathrine,Aathrine,,no,Towns.xlsx,2026-05-31
Ghaboune,Ghaboune,,no,Towns.xlsx,2026-05-31
Ras El-Href,Ras El-Href,,no,Towns.xlsx,2026-05-31
Touline,Touline,,no,Towns.xlsx,2026-05-31
AAbra Saida,AAbra Saida,,no,Towns.xlsx,2026-05-31
Mansoura BG,Mansoura BG,,no,Towns.xlsx,2026-05-31
Aain Es-Sindiane,Aain Es-Sindiane,,no,Towns.xlsx,2026-05-31
Aain Jarfa,Aain Jarfa,,no,Towns.xlsx,2026-05-31
Kour,Kour,,no,Towns.xlsx,2026-05-31
Cheikh Zennad,Cheikh Zennad,,no,Towns.xlsx,2026-05-31
Merouaniyeh,Merouaniyeh,,no,Towns.xlsx,2026-05-31
haouch El-Dehab,haouch El-Dehab,,no,Towns.xlsx,2026-05-31
Hadath Ej-Jebbeh,Hadath Ej-Jebbeh,,no,Towns.xlsx,2026-05-31
Chaouiyeh,Chaouiyeh,,no,Towns.xlsx,2026-05-31
Rachana,Rachana,,no,Towns.xlsx,2026-05-31
Qartaboun,Qartaboun,,no,Towns.xlsx,2026-05-31
Qahmez,Qahmez,,no,Towns.xlsx,2026-05-31
Btermaz,Btermaz,,no,Towns.xlsx,2026-05-31
Idbil,Idbil,,no,Towns.xlsx,2026-05-31
Aarab Salim,Aarab Salim,,no,Towns.xlsx,2026-05-31
Aaqabet Rachaya,Aaqabet Rachaya,,no,Towns.xlsx,2026-05-31
Aain El Halazoun,Aain El Halazoun,,no,Towns.xlsx,2026-05-31
Chouaya El-Matn,Chouaya El-Matn,,no,Towns.xlsx,2026-05-31
Sfaynet El-Qaitaa,Sfaynet El-Qaitaa,,no,Towns.xlsx,2026-05-31
Aaba,Aaba,,no,Towns.xlsx,2026-05-31
Debaael,Debaael,,no,Towns.xlsx,2026-05-31
Zouarib,Zouarib,,no,Towns.xlsx,2026-05-31
Bhannine,Bhannine,,no,Towns.xlsx,2026-05-31
Trablous El-Qobbe,Trablous El-Qobbe,,no,Towns.xlsx,2026-05-31
Michmich Jbayl,Michmich Jbayl,,no,Towns.xlsx,2026-05-31
Qtaleh Jezzine,Qtaleh Jezzine,,no,Towns.xlsx,2026-05-31
Barr Elias,Barr Elias,,no,Towns.xlsx,2026-05-31
Baouchriyeh,Baouchriyeh,,no,Towns.xlsx,2026-05-31
Kfar Dabach,Kfar Dabach,,no,Towns.xlsx,2026-05-31
Mazraat Aarab Soukkar,Mazraat Aarab Soukkar,,no,Towns.xlsx,2026-05-31
Hokr Ed-Dahri,Hokr Ed-Dahri,,no,Towns.xlsx,2026-05-31
Ablah,Ablah,,no,Towns.xlsx,2026-05-31
Aain Rouha,Aain Rouha,,no,Towns.xlsx,2026-05-31
Mghayer,Mghayer,,no,Towns.xlsx,2026-05-31
Mchekhti,Mchekhti,,no,Towns.xlsx,2026-05-31
Haouch El-Aamara,Haouch El-Aamara,,no,Towns.xlsx,2026-05-31
Daghleh,Daghleh,,no,Towns.xlsx,2026-05-31
Hokr Jouret Srar,Hokr Jouret Srar,,no,Towns.xlsx,2026-05-31
Zouq El-Moqachrine,Zouq El-Moqachrine,,no,Towns.xlsx,2026-05-31
Mjaydel Jezzine,Mjaydel Jezzine,,no,Towns.xlsx,2026-05-31
Dar El-Ouassaa,Dar El-Ouassaa,,no,Towns.xlsx,2026-05-31
Haouche Barada,Haouche Barada,,no,Towns.xlsx,2026-05-31
Rijmeh,Rijmeh,,no,Towns.xlsx,2026-05-31
Dibbiyeh,Dibbiyeh,,no,Towns.xlsx,2026-05-31
Enfeh,Enfeh,,no,Towns.xlsx,2026-05-31
Dalhoun,Dalhoun,,no,Towns.xlsx,2026-05-31
Zgharta,Zgharta,,no,Towns.xlsx,2026-05-31
Aain Aarab Marjaayoun,Aain Aarab Marjaayoun,,no,Towns.xlsx,2026-05-31
Jouret Bedrane,Jouret Bedrane,,no,Towns.xlsx,2026-05-31
Btater,Btater,,no,Towns.xlsx,2026-05-31
Aain El-Kharroubeh,Aain El-Kharroubeh,,no,Towns.xlsx,2026-05-31
Zabboud,Zabboud,,no,Towns.xlsx,2026-05-31
Kfarfou,Kfarfou,,no,Towns.xlsx,2026-05-31
Zahlé Haouch El-Oumara Aradi,Zahlé Haouch El-Oumara Aradi,,no,Towns.xlsx,2026-05-31
Deir El-Qamar,Deir El-Qamar,,no,Towns.xlsx,2026-05-31
Bourghos,Bourghos,,no,Towns.xlsx,2026-05-31
Mazraat En-Nahriyeh,Mazraat En-Nahriyeh,,no,Towns.xlsx,2026-05-31
Bachoura,Bachoura,,no,Towns.xlsx,2026-05-31
Bater,Bater,,no,Towns.xlsx,2026-05-31
Roumine,Roumine,,no,Towns.xlsx,2026-05-31
Zhilta,Zhilta,,no,Towns.xlsx,2026-05-31
Chanay,Chanay,,no,Towns.xlsx,2026-05-31
Tahouitat El Ghadir,Tahouitat El Ghadir,,no,Towns.xlsx,2026-05-31
Nfisseh,Nfisseh,,no,Towns.xlsx,2026-05-31
Mcherfeh,Mcherfeh,,no,Towns.xlsx,2026-05-31
Aaytit,Aaytit,,no,Towns.xlsx,2026-05-31
Bsebaal,Bsebaal,,no,Towns.xlsx,2026-05-31
Arsoun,Arsoun,,no,Towns.xlsx,2026-05-31
Marlaya Melhem,Marlaya Melhem,,no,Towns.xlsx,2026-05-31
Qlaileh Sour,Qlaileh Sour,,no,Towns.xlsx,2026-05-31
Benouati Jezzine,Benouati Jezzine,,no,Towns.xlsx,2026-05-31
Ram El-Batroun,Ram El-Batroun,,no,Towns.xlsx,2026-05-31
Aabba,Aabba,,no,Towns.xlsx,2026-05-31
Zibdine En-Nabatiyeh,Zibdine En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Blaybel,Blaybel,,no,Towns.xlsx,2026-05-31
Aarbaniyeh,Aarbaniyeh,,no,Towns.xlsx,2026-05-31
Benouati Ech-Chouf,Benouati Ech-Chouf,,no,Towns.xlsx,2026-05-31
Beit Lif,Beit Lif,,no,Towns.xlsx,2026-05-31
Kfour El-Aarbi,Kfour El-Aarbi,,no,Towns.xlsx,2026-05-31
Mazraat Et-Teffah,Mazraat Et-Teffah,,no,Towns.xlsx,2026-05-31
Mazraat Daraya,Mazraat Daraya,,no,Towns.xlsx,2026-05-31
Bsatine Aakkar,Bsatine Aakkar,,no,Towns.xlsx,2026-05-31
Dlaybeh,Dlaybeh,,no,Towns.xlsx,2026-05-31
Jahliyeh,Jahliyeh,,no,Towns.xlsx,2026-05-31
Bab Mareaa,Bab Mareaa,,no,Towns.xlsx,2026-05-31
Qabrikha,Qabrikha,,no,Towns.xlsx,2026-05-31
Bkechtine Ouel Mcheiaa,Bkechtine Ouel Mcheiaa,,no,Towns.xlsx,2026-05-31
Taybet Matjaayoun,Taybet Matjaayoun,,no,Towns.xlsx,2026-05-31
Hadchit,Hadchit,,no,Towns.xlsx,2026-05-31
Aaiyat,Aaiyat,,no,Towns.xlsx,2026-05-31
Beit Kassab,Beit Kassab,,no,Towns.xlsx,2026-05-31
Kfar hay,Kfar hay,,no,Towns.xlsx,2026-05-31
Aafsdiq,Aafsdiq,,no,Towns.xlsx,2026-05-31
Danha,Danha,,no,Towns.xlsx,2026-05-31
Tall Znoub,Tall Znoub,,no,Towns.xlsx,2026-05-31
Bedias,Bedias,,no,Towns.xlsx,2026-05-31
Khalsa,Khalsa,,no,Towns.xlsx,2026-05-31
Aain Saadeh,Aain Saadeh,,no,Towns.xlsx,2026-05-31
Demachqiyeh,Demachqiyeh,,no,Towns.xlsx,2026-05-31
Mazraat Kaoutariyet Er-Riz,Mazraat Kaoutariyet Er-Riz,,no,Towns.xlsx,2026-05-31
Mazraat Kfarjaouz,Mazraat Kfarjaouz,,no,Towns.xlsx,2026-05-31
Bechehhara,Bechehhara,,no,Towns.xlsx,2026-05-31
Hema Mar Maroun Aannaya,Hema Mar Maroun Aannaya,,no,Towns.xlsx,2026-05-31
Khirbet Qanafar,Khirbet Qanafar,,no,Towns.xlsx,2026-05-31
Mazraat El-Kreme,Mazraat El-Kreme,,no,Towns.xlsx,2026-05-31
Mzeihmeh,Mzeihmeh,,no,Towns.xlsx,2026-05-31
Hmaireh Aakkar,Hmaireh Aakkar,,no,Towns.xlsx,2026-05-31
Jensnaya,Jensnaya,,no,Towns.xlsx,2026-05-31
Tabarja,Tabarja,,no,Towns.xlsx,2026-05-31
Hasrout,Hasrout,,no,Towns.xlsx,2026-05-31
Qleiaat Kesrouane,Qleiaat Kesrouane,,no,Towns.xlsx,2026-05-31
Borj qalaouiyeh,Borj qalaouiyeh,,no,Towns.xlsx,2026-05-31
Deir Aain Ej-Jaouzeh,Deir Aain Ej-Jaouzeh,,no,Towns.xlsx,2026-05-31
Aammiq Ech-Chouf,Aammiq Ech-Chouf,,no,Towns.xlsx,2026-05-31
Fanar,Fanar,,no,Towns.xlsx,2026-05-31
Aanjar (Haouch Moussa),Aanjar (Haouch Moussa),,no,Towns.xlsx,2026-05-31
Aatchaneh,Aatchaneh,,no,Towns.xlsx,2026-05-31
Roum,Roum,,no,Towns.xlsx,2026-05-31
Jouret Mhad,Jouret Mhad,,no,Towns.xlsx,2026-05-31
Chikka,Chikka,,no,Towns.xlsx,2026-05-31
Ghaziyeh,Ghaziyeh,,no,Towns.xlsx,2026-05-31
Aarjis,Aarjis,,no,Towns.xlsx,2026-05-31
Balde WaMazraatBaldeh,Balde WaMazraatBaldeh,,no,Towns.xlsx,2026-05-31
Jlisseh,Jlisseh,,no,Towns.xlsx,2026-05-31
Mar Moussa Ed-Douar,Mar Moussa Ed-Douar,,no,Towns.xlsx,2026-05-31
Bmehrayn,Bmehrayn,,no,Towns.xlsx,2026-05-31
Bhersaf,Bhersaf,,no,Towns.xlsx,2026-05-31
Jdidet Ej-Joumeh,Jdidet Ej-Joumeh,,no,Towns.xlsx,2026-05-31
Majdel Baana,Majdel Baana,,no,Towns.xlsx,2026-05-31
maaniyeh,maaniyeh,,no,Towns.xlsx,2026-05-31
Khirbet Daoud Aakkar,Khirbet Daoud Aakkar,,no,Towns.xlsx,2026-05-31
Dayret Nahr El-Kabir,Dayret Nahr El-Kabir,,no,Towns.xlsx,2026-05-31
Fardis Hasbaiya,Fardis Hasbaiya,,no,Towns.xlsx,2026-05-31
Sohmor,Sohmor,,no,Towns.xlsx,2026-05-31
Bedghan Oua Ouadi Bedghan,Bedghan Oua Ouadi Bedghan,,no,Towns.xlsx,2026-05-31
Kfar Qouq,Kfar Qouq,,no,Towns.xlsx,2026-05-31
Sadaqa,Sadaqa,,no,Towns.xlsx,2026-05-31
Chtaura,Chtaura,,no,Towns.xlsx,2026-05-31
Mchikha,Mchikha,,no,Towns.xlsx,2026-05-31
Saida El-Oustani,Saida El-Oustani,,no,Towns.xlsx,2026-05-31
Qobbayaa,Qobbayaa,,no,Towns.xlsx,2026-05-31
Dahr Es-Souane El-Matn,Dahr Es-Souane El-Matn,,no,Towns.xlsx,2026-05-31
Bteghrine,Bteghrine,,no,Towns.xlsx,2026-05-31
Nahr Ed-Dahab,Nahr Ed-Dahab,,no,Towns.xlsx,2026-05-31
Jmaijmeh,Jmaijmeh,,no,Towns.xlsx,2026-05-31
Babliyeh,Babliyeh,,no,Towns.xlsx,2026-05-31
Khirbet Er Remmane,Khirbet Er Remmane,,no,Towns.xlsx,2026-05-31
Bouar,Bouar,,no,Towns.xlsx,2026-05-31
Aabbassiyet Sour,Aabbassiyet Sour,,no,Towns.xlsx,2026-05-31
Qabaa Jezzine,Qabaa Jezzine,,no,Towns.xlsx,2026-05-31
Deir El Qattine,Deir El Qattine,,no,Towns.xlsx,2026-05-31
Kfar Jarra,Kfar Jarra,,no,Towns.xlsx,2026-05-31
Aain Kfaa,Aain Kfaa,,no,Towns.xlsx,2026-05-31
Aajaltoun,Aajaltoun,,no,Towns.xlsx,2026-05-31
Maraat Ouazaiyeh,Maraat Ouazaiyeh,,no,Towns.xlsx,2026-05-31
Sayssouq,Sayssouq,,no,Towns.xlsx,2026-05-31
Nabi Chbay,Nabi Chbay,,no,Towns.xlsx,2026-05-31
Daraiya Ech-Chouf,Daraiya Ech-Chouf,,no,Towns.xlsx,2026-05-31
Mhaiydseh Rachaiya,Mhaiydseh Rachaiya,,no,Towns.xlsx,2026-05-31
Edde El-Batroun,Edde El-Batroun,,no,Towns.xlsx,2026-05-31
Libbaya BG,Libbaya BG,,no,Towns.xlsx,2026-05-31
Kfar Habou,Kfar Habou,,no,Towns.xlsx,2026-05-31
Hanaouay,Hanaouay,,no,Towns.xlsx,2026-05-31
Qottara Jbayl,Qottara Jbayl,,no,Towns.xlsx,2026-05-31
Aain Drafil,Aain Drafil,,no,Towns.xlsx,2026-05-31
Jounie Ghadir,Jounie Ghadir,,no,Towns.xlsx,2026-05-31
Qaaqaaiyet Ej-Jisr,Qaaqaaiyet Ej-Jisr,,no,Towns.xlsx,2026-05-31
Deir Kfifane,Deir Kfifane,,no,Towns.xlsx,2026-05-31
Batroumine,Batroumine,,no,Towns.xlsx,2026-05-31
Bchannine,Bchannine,,no,Towns.xlsx,2026-05-31
Mansouri Sour,Mansouri Sour,,no,Towns.xlsx,2026-05-31
Salhiyet Saida,Salhiyet Saida,,no,Towns.xlsx,2026-05-31
Mazraat Es Siyad,Mazraat Es Siyad,,no,Towns.xlsx,2026-05-31
Fekehe,Fekehe,,no,Towns.xlsx,2026-05-31
Mradiyeh,Mradiyeh,,no,Towns.xlsx,2026-05-31
Saoufar,Saoufar,,no,Towns.xlsx,2026-05-31
Aalmane Ech-Chouf,Aalmane Ech-Chouf,,no,Towns.xlsx,2026-05-31
Saida Ed-Dekermane,Saida Ed-Dekermane,,no,Towns.xlsx,2026-05-31
Kfarzabad,Kfarzabad,,no,Towns.xlsx,2026-05-31
Biret Aakkar,Biret Aakkar,,no,Towns.xlsx,2026-05-31
Houakir,Houakir,,no,Towns.xlsx,2026-05-31
Deir Tahniche,Deir Tahniche,,no,Towns.xlsx,2026-05-31
Janine,Janine,,no,Towns.xlsx,2026-05-31
Douar El-Matn,Douar El-Matn,,no,Towns.xlsx,2026-05-31
Houra,Houra,,no,Towns.xlsx,2026-05-31
Haouch Tall Safiyeh,Haouch Tall Safiyeh,,no,Towns.xlsx,2026-05-31
Kfar Dibiane,Kfar Dibiane,,no,Towns.xlsx,2026-05-31
Kneisset Baabda,Kneisset Baabda,,no,Towns.xlsx,2026-05-31
Kfar Dounine,Kfar Dounine,,no,Towns.xlsx,2026-05-31
Kneisset Ech-Chouf,Kneisset Ech-Chouf,,no,Towns.xlsx,2026-05-31
Zeita,Zeita,,no,Towns.xlsx,2026-05-31
Hlaliyeh Baabda,Hlaliyeh Baabda,,no,Towns.xlsx,2026-05-31
Zoukak el-Blatt,Zoukak el-Blatt,,no,Towns.xlsx,2026-05-31
Kfar Tay El-Matn,Kfar Tay El-Matn,,no,Towns.xlsx,2026-05-31
Jabal Toura,Jabal Toura,,no,Towns.xlsx,2026-05-31
Qatrani,Qatrani,,no,Towns.xlsx,2026-05-31
Zibdine Jbayl,Zibdine Jbayl,,no,Towns.xlsx,2026-05-31
Srar,Srar,,no,Towns.xlsx,2026-05-31
Rihane Jezzine,Rihane Jezzine,,no,Towns.xlsx,2026-05-31
Rihaniyet Aakkar,Rihaniyet Aakkar,,no,Towns.xlsx,2026-05-31
Mazraat Bsaffour,Mazraat Bsaffour,,no,Towns.xlsx,2026-05-31
Qornet El-Hamra,Qornet El-Hamra,,no,Towns.xlsx,2026-05-31
Darine,Darine,,no,Towns.xlsx,2026-05-31
Charqiyeh,Charqiyeh,,no,Towns.xlsx,2026-05-31
Zahleh Maallaqa Aradi,Zahleh Maallaqa Aradi,,no,Towns.xlsx,2026-05-31
Terbol-Miniyeh,Terbol-Miniyeh,,no,Towns.xlsx,2026-05-31
Jrane El-Batroun,Jrane El-Batroun,,no,Towns.xlsx,2026-05-31
Qennarit,Qennarit,,no,Towns.xlsx,2026-05-31
Sadiqine,Sadiqine,,no,Towns.xlsx,2026-05-31
Houla,Houla,,no,Towns.xlsx,2026-05-31
Kfar Beit,Kfar Beit,,no,Towns.xlsx,2026-05-31
Makseh,Makseh,,no,Towns.xlsx,2026-05-31
Maarab,Maarab,,no,Towns.xlsx,2026-05-31
Deir Ntar,Deir Ntar,,no,Towns.xlsx,2026-05-31
Aadchit Ech-Chqif,Aadchit Ech-Chqif,,no,Towns.xlsx,2026-05-31
Khiara,Khiara,,no,Towns.xlsx,2026-05-31
Daouret Aakkar,Daouret Aakkar,,no,Towns.xlsx,2026-05-31
Btedaai,Btedaai,,no,Towns.xlsx,2026-05-31
Aain El-Qabu,Aain El-Qabu,,no,Towns.xlsx,2026-05-31
Rouayssrt El-Ballout,Rouayssrt El-Ballout,,no,Towns.xlsx,2026-05-31
Bourj El-Ftouh,Bourj El-Ftouh,,no,Towns.xlsx,2026-05-31
Nabi Youcheaa,Nabi Youcheaa,,no,Towns.xlsx,2026-05-31
Ras Masqa,Ras Masqa,,no,Towns.xlsx,2026-05-31
Adonis Jbayl,Adonis Jbayl,,no,Towns.xlsx,2026-05-31
Habramoun,Habramoun,,no,Towns.xlsx,2026-05-31
Berti,Berti,,no,Towns.xlsx,2026-05-31
Chibtine,Chibtine,,no,Towns.xlsx,2026-05-31
Iaat,Iaat,,no,Towns.xlsx,2026-05-31
Roumieh,Roumieh,,no,Towns.xlsx,2026-05-31
Loubieh,Loubieh,,no,Towns.xlsx,2026-05-31
Ain el-Mreisseh,Ain el-Mreisseh,,no,Towns.xlsx,2026-05-31
Mazraat Louzid (Louayziyeh),Mazraat Louzid (Louayziyeh),,no,Towns.xlsx,2026-05-31
Mansouriyet El-Matn,Mansouriyet El-Matn,,no,Towns.xlsx,2026-05-31
Trablous En-Nouri,Trablous En-Nouri,,no,Towns.xlsx,2026-05-31
Beit Meri,Beit Meri,,no,Towns.xlsx,2026-05-31
Bsifrine,Bsifrine,,no,Towns.xlsx,2026-05-31
Tall Sebaal,Tall Sebaal,,no,Towns.xlsx,2026-05-31
Haouch El Qinnabeh Rachaiya,Haouch El Qinnabeh Rachaiya,,no,Towns.xlsx,2026-05-31
Chane,Chane,,no,Towns.xlsx,2026-05-31
Bsaba Ech-Chouf,Bsaba Ech-Chouf,,no,Towns.xlsx,2026-05-31
Kfar Hatna,Kfar Hatna,,no,Towns.xlsx,2026-05-31
Safra Kesrouane,Safra Kesrouane,,no,Towns.xlsx,2026-05-31
Bdadoun,Bdadoun,,no,Towns.xlsx,2026-05-31
Maaraboun,Maaraboun,,no,Towns.xlsx,2026-05-31
Debl,Debl,,no,Towns.xlsx,2026-05-31
Hardine,Hardine,,no,Towns.xlsx,2026-05-31
Khayayeb Saida,Khayayeb Saida,,no,Towns.xlsx,2026-05-31
Kfar Roummane,Kfar Roummane,,no,Towns.xlsx,2026-05-31
Mchaa Kfar Dibiane,Mchaa Kfar Dibiane,,no,Towns.xlsx,2026-05-31
Aamchit,Aamchit,,no,Towns.xlsx,2026-05-31
Bhairet Toula,Bhairet Toula,,no,Towns.xlsx,2026-05-31
Behbeh,Behbeh,,no,Towns.xlsx,2026-05-31
Harimeh Es-Soughra,Harimeh Es-Soughra,,no,Towns.xlsx,2026-05-31
Ehmej,Ehmej,,no,Towns.xlsx,2026-05-31
Jazira BG,Jazira BG,,no,Towns.xlsx,2026-05-31
Trablous Et-Tell,Trablous Et-Tell,,no,Towns.xlsx,2026-05-31
Chir Hmairine,Chir Hmairine,,no,Towns.xlsx,2026-05-31
Karm Aasfour,Karm Aasfour,,no,Towns.xlsx,2026-05-31
Zaitoun,Zaitoun,,no,Towns.xlsx,2026-05-31
Kfaryachit,Kfaryachit,,no,Towns.xlsx,2026-05-31
Ouata Sillam,Ouata Sillam,,no,Towns.xlsx,2026-05-31
Btouratij,Btouratij,,no,Towns.xlsx,2026-05-31
Maqneh,Maqneh,,no,Towns.xlsx,2026-05-31
Hlaliyeh Saida,Hlaliyeh Saida,,no,Towns.xlsx,2026-05-31
Aabrine,Aabrine,,no,Towns.xlsx,2026-05-31
Hmairi Sour,Hmairi Sour,,no,Towns.xlsx,2026-05-31
Ouadi El-Aarayech,Ouadi El-Aarayech,,no,Towns.xlsx,2026-05-31
Ras Nahhach,Ras Nahhach,,no,Towns.xlsx,2026-05-31
Chartoun,Chartoun,,no,Towns.xlsx,2026-05-31
Bchtfine,Bchtfine,,no,Towns.xlsx,2026-05-31
Breissat,Breissat,,no,Towns.xlsx,2026-05-31
Mzaraat Zahleh,Mzaraat Zahleh,,no,Towns.xlsx,2026-05-31
Mazraat Zighrine Jezzine,Mazraat Zighrine Jezzine,,no,Towns.xlsx,2026-05-31
Ftahat El-Batroun,Ftahat El-Batroun,,no,Towns.xlsx,2026-05-31
Kfar Djal En-Nabatiyeh,Kfar Djal En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Saouanet Marjayoun,Saouanet Marjayoun,,no,Towns.xlsx,2026-05-31
Daraaoun,Daraaoun,,no,Towns.xlsx,2026-05-31
Nakhleh,Nakhleh,,no,Towns.xlsx,2026-05-31
Aamra,Aamra,,no,Towns.xlsx,2026-05-31
Aain Ez-Zeitouneh,Aain Ez-Zeitouneh,,no,Towns.xlsx,2026-05-31
Fatre,Fatre,,no,Towns.xlsx,2026-05-31
Haql el Aazimeh,Haql el Aazimeh,,no,Towns.xlsx,2026-05-31
Karkha,Karkha,,no,Towns.xlsx,2026-05-31
Zaoutar Ech-Charqiyeh,Zaoutar Ech-Charqiyeh,,no,Towns.xlsx,2026-05-31
Terbol Zahleh,Terbol Zahleh,,no,Towns.xlsx,2026-05-31
Maydoun,Maydoun,,no,Towns.xlsx,2026-05-31
Kounine,Kounine,,no,Towns.xlsx,2026-05-31
Majdel El-Aqoura,Majdel El-Aqoura,,no,Towns.xlsx,2026-05-31
Haouch Mandara,Haouch Mandara,,no,Towns.xlsx,2026-05-31
Mristi,Mristi,,no,Towns.xlsx,2026-05-31
Mazraat Ez-Zalloutiyeh,Mazraat Ez-Zalloutiyeh,,no,Towns.xlsx,2026-05-31
Nammoura Kesrouane,Nammoura Kesrouane,,no,Towns.xlsx,2026-05-31
Hariq Zgharta,Hariq Zgharta,,no,Towns.xlsx,2026-05-31
Jijim,Jijim,,no,Towns.xlsx,2026-05-31
Ras Osta,Ras Osta,,no,Towns.xlsx,2026-05-31
Rayfoun,Rayfoun,,no,Towns.xlsx,2026-05-31
Majdelyoun,Majdelyoun,,no,Towns.xlsx,2026-05-31
Ketermaya,Ketermaya,,no,Towns.xlsx,2026-05-31
Aamaret El-Baykat,Aamaret El-Baykat,,no,Towns.xlsx,2026-05-31
Kfar Melki Aakkar,Kfar Melki Aakkar,,no,Towns.xlsx,2026-05-31
Baraachit,Baraachit,,no,Towns.xlsx,2026-05-31
Machghara,Machghara,,no,Towns.xlsx,2026-05-31
Tayr Debbeh,Tayr Debbeh,,no,Towns.xlsx,2026-05-31
Ouardaniyeh,Ouardaniyeh,,no,Towns.xlsx,2026-05-31
Tannourine Et-Tahta,Tannourine Et-Tahta,,no,Towns.xlsx,2026-05-31
Aarqa,Aarqa,,no,Towns.xlsx,2026-05-31
Deir El-Balamand,Deir El-Balamand,,no,Towns.xlsx,2026-05-31
Hrar,Hrar,,no,Towns.xlsx,2026-05-31
Mazraat,Mazraat,,no,Towns.xlsx,2026-05-31
Trablous Es-Souayqa,Trablous Es-Souayqa,,no,Towns.xlsx,2026-05-31
Jouret El-Ballout,Jouret El-Ballout,,no,Towns.xlsx,2026-05-31
Soltan Yacoub el Aradi,Soltan Yacoub el Aradi,,no,Towns.xlsx,2026-05-31
Jdaidet Ghazir,Jdaidet Ghazir,,no,Towns.xlsx,2026-05-31
