name_ar,name_en,caza_ar,is_municipality,source,added_at
عينطورة المتن,Aintoura El-Matn,المتن,no,Towns.xlsx,2026-05-31
قرية بعبدا,Qrayet Baabda,بعبدا,no,Towns.xlsx,2026-05-31
دوير عدويه,Douair Aadouiyeh,عكار,yes,Towns.xlsx,2026-05-31
بنعفول,Bnaafoul,صيدا,yes,Towns.xlsx,2026-05-31
ظهيرة,Dhayra,صور,no,Towns.xlsx,2026-05-31
بصرما,Bsarma,الكورة,yes,Towns.xlsx,2026-05-31
حالات,Halate,جبيل,yes,Towns.xlsx,2026-05-31
مجدل ترشيش,Majdel tarchich,المتن,yes,Towns.xlsx,2026-05-31
دير قوبل,Deir Qoubel,عاليه,yes,Towns.xlsx,2026-05-31
جبيل,Jbeil,جبيل,yes,Towns.xlsx,2026-05-31
شاتين,Chatine,البترون,yes,Towns.xlsx,2026-05-31
عين التينة بقاع الغربي,Aain Et-Tineh West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
زحلة الراسية,Zahleh Er-Rassiyeh,زحلة,no,Towns.xlsx,2026-05-31
مجدليون,Majdelyoun,صيدا,yes,Towns.xlsx,2026-05-31
مزرعة جنيد,Mazraat Jnaid,,no,Towns.xlsx,2026-05-31
نحلا  البترون,Nahleh El-Batroun,,no,Towns.xlsx,2026-05-31
عاليتا,Aalita,,no,Towns.xlsx,2026-05-31
السمونيه,Sammouniyeh,,no,Towns.xlsx,2026-05-31
البقيعة الكورة,Bqaiaa El-Koura,,no,Towns.xlsx,2026-05-31
كفريا صيدا,Saida Kefraya,,no,Towns.xlsx,2026-05-31
صدقة,Sadaqa,,no,Towns.xlsx,2026-05-31
فرات,Frat,,no,Towns.xlsx,2026-05-31
مراح شديد,Mrah Chdid,,no,Towns.xlsx,2026-05-31
بيصور جزين,Bayssour Jezzine,,no,Towns.xlsx,2026-05-31
دلهميه,Dalhamiyet Zahleh,,no,Towns.xlsx,2026-05-31
عين الدلبة جبيل,Aain Ed-Delbeh Jbeil,,no,Towns.xlsx,2026-05-31
قطراني,Qatrani,,no,Towns.xlsx,2026-05-31
دير مار يوحنا دوما البترون,Deir Mar Youhanna EL-Batroun,,no,Towns.xlsx,2026-05-31
طفيل,Tfail,,no,Towns.xlsx,2026-05-31
حور تعلا,Haour Taala,,no,Towns.xlsx,2026-05-31
ابو قمحة,Abou Qamha,,no,Towns.xlsx,2026-05-31
بيت حبّاق,Beit Habbaq,,no,Towns.xlsx,2026-05-31
مسرح,Masrah,,no,Towns.xlsx,2026-05-31
قمامين,Qemmamine,,no,Towns.xlsx,2026-05-31
بزحل,Bizhel,,no,Towns.xlsx,2026-05-31
قرين,Qraine,,no,Towns.xlsx,2026-05-31
القرن,Qarne,,no,Towns.xlsx,2026-05-31
سرعيتا,Seraaiita,,no,Towns.xlsx,2026-05-31
بحديدات,Behdaydat,,no,Towns.xlsx,2026-05-31
هطون,Hadtoun,,no,Towns.xlsx,2026-05-31
مزرعة دمياط,Mazraat Doumiat,,no,Towns.xlsx,2026-05-31
مرنبا,Marnba,,no,Towns.xlsx,2026-05-31
مزرعة سنيبر,Mazraat 'Snaiber,,no,Towns.xlsx,2026-05-31
فتاحات البترون,Ftahat El-Batroun,,no,Towns.xlsx,2026-05-31
المغراق عكار,Mighraq Aakkar,,no,Towns.xlsx,2026-05-31
عين البنية,Aain El-Barnaya,,no,Towns.xlsx,2026-05-31
غباتيه,Ghabbatiyeh,,no,Towns.xlsx,2026-05-31
حامول,Hamoul,,no,Towns.xlsx,2026-05-31
حريقص,Hraiqis,,no,Towns.xlsx,2026-05-31
بيت زود,Beit Zoud,,no,Towns.xlsx,2026-05-31
الشيخ طابا السهل,Cheikh Taba Es-Sahl,,no,Towns.xlsx,2026-05-31
علي الطاهر,Aali Et-Taher,,no,Towns.xlsx,2026-05-31
جنسنايا,Jensnaya,,no,Towns.xlsx,2026-05-31
سفنتا,Sfenta,,no,Towns.xlsx,2026-05-31
صورات البترون,Sourat El-Batroun,,no,Towns.xlsx,2026-05-31
حكر الضاهري,Hokr Ed-Dahri,,no,Towns.xlsx,2026-05-31
مطحنة مصراية,Mousrayeh,,no,Towns.xlsx,2026-05-31
مستيتا,Mastita,,no,Towns.xlsx,2026-05-31
حوش مندره,Haouch Mandara,,no,Towns.xlsx,2026-05-31
بيبه,Behbeh,,no,Towns.xlsx,2026-05-31
قرقريا,Qorqraiya,,no,Towns.xlsx,2026-05-31
عرستا,Aarasta,,no,Towns.xlsx,2026-05-31
جدايل جبيل,Jeoddayel Jbeil,,no,Towns.xlsx,2026-05-31
بوصلايا,Bouslaya,,no,Towns.xlsx,2026-05-31
بريسات,Breissat,,no,Towns.xlsx,2026-05-31
شواليق جزين,Choualiq Jezzine,,no,Towns.xlsx,2026-05-31
نورا التحتا,Noura Et-Tahta,,no,Towns.xlsx,2026-05-31
بويضة مرجعيون,Boueyda Marjaayoun,,no,Towns.xlsx,2026-05-31
شوان,Chouane,,no,Towns.xlsx,2026-05-31
شبرقية عميق,Chebrqiyet Aammiq,,no,Towns.xlsx,2026-05-31
مراح الحباس,Mrah El-Hbasse,,no,Towns.xlsx,2026-05-31
قتالة بعبدا,Qtaleh Baabda,,no,Towns.xlsx,2026-05-31
يحفوفا,Yahfoufa,,yes,Towns.xlsx,2026-05-31
وادي الكرم المتن,Ouadi El-Karm El-Matn,,no,Towns.xlsx,2026-05-31
عزِّيه,Aaziyeh,,no,Towns.xlsx,2026-05-31
بحوارا,Behouara,,no,Towns.xlsx,2026-05-31
مشاقتي,Mchekhti,,no,Towns.xlsx,2026-05-31
بكشتين,Bkechtine Ouel Mcheiaa,,no,Towns.xlsx,2026-05-31
حسنية,Hassaniyeh,,no,Towns.xlsx,2026-05-31
دنها,Danha,,no,Towns.xlsx,2026-05-31
خربة الرمان,Khirbet Er Remmane,,no,Towns.xlsx,2026-05-31
خربة جبيل,Kharbet Jbeil,,no,Towns.xlsx,2026-05-31
وادي شاهين,Ouadi Chahine,,no,Towns.xlsx,2026-05-31
مزرعة الرمطانية,Mazraat Er-Remtaniyeh,,no,Towns.xlsx,2026-05-31
وادي أبو يوسف,Ouadi Abou Youssef,,no,Towns.xlsx,2026-05-31
حريشه,Hraiche,,no,Towns.xlsx,2026-05-31
نبي صفا,Nabi Safa,,no,Towns.xlsx,2026-05-31
حلتا,Helta,,no,Towns.xlsx,2026-05-31
مجدلونة,Majdalouna,,no,Towns.xlsx,2026-05-31
تشفلك قيقانو,Tcheflik Qiqano,,no,Towns.xlsx,2026-05-31
حيلان زغرتا,Hailan,,no,Towns.xlsx,2026-05-31
عمرة,Aamra,,no,Towns.xlsx,2026-05-31
مزرعة المطحنة,Mazraat El-Mathane,,no,Towns.xlsx,2026-05-31
الجديدة زغرتا,Deir Jdeide,,no,Towns.xlsx,2026-05-31
كفر حمل,Kfar Hamal,,no,Towns.xlsx,2026-05-31
محمودية جزين,Mahmoudiyeh Jezzine,,no,Towns.xlsx,2026-05-31
عين الحلزون,Aain El Halazoun,,no,Towns.xlsx,2026-05-31
كفر جبيل,Kafr Jbeil,,no,Towns.xlsx,2026-05-31
كفَ الملول,Kahf El-Malloul,,no,Towns.xlsx,2026-05-31
جيرون,Jayroun,,no,Towns.xlsx,2026-05-31
داعل,Daael,,no,Towns.xlsx,2026-05-31
العريضة,AAridet Cheikh Zennad,,no,Towns.xlsx,2026-05-31
مزرعة مطيرية جباع,Mtayriyeh,,no,Towns.xlsx,2026-05-31
قريعة,Qreiaa,,no,Towns.xlsx,2026-05-31
كنيسة عكار,Knisseh,,no,Towns.xlsx,2026-05-31
دمشقية,Demachqiyeh,,no,Towns.xlsx,2026-05-31
حارة حمزة,Haret Hamzeh,,no,Towns.xlsx,2026-05-31
خربة البصل,Khirbet El-Bassal,,no,Towns.xlsx,2026-05-31
حبرمون,Habramoun,,no,Towns.xlsx,2026-05-31
دير تقلا,Mazraat Deir Taqla,,no,Towns.xlsx,2026-05-31
الحرف جزين,Harf Jezzine,,no,Towns.xlsx,2026-05-31
بشتودار,Bechtoudar,,no,Towns.xlsx,2026-05-31
بيت شلالا,Beit Chlala,,yes,Towns.xlsx,2026-05-31
كفر حي,Kfar hay,,no,Towns.xlsx,2026-05-31
حصن الشادورا,Aain Es-Siyaa Chadoura,,no,Towns.xlsx,2026-05-31
عين المير,A'ain El-Mir (El Establ),,yes,Towns.xlsx,2026-05-31
ججيم,Jijim,,no,Towns.xlsx,2026-05-31
مياسة,Mayasseh,,no,Towns.xlsx,2026-05-31
قرحيا,Qarhaiya,,no,Towns.xlsx,2026-05-31
بلوزا,Blaouza,,no,Towns.xlsx,2026-05-31
بقاق الدين,Bqaq Ed-Dine,,no,Towns.xlsx,2026-05-31
كفر شليمان,Kfarb Shlaimane,,no,Towns.xlsx,2026-05-31
هوشب,Haouchab,,no,Towns.xlsx,2026-05-31
مطرية الشومر,Matariyet Ech-Choumar,,no,Towns.xlsx,2026-05-31
شمعرين,Chmaarine,,no,Towns.xlsx,2026-05-31
مزرعة شلبعل,Mazraat Chalbaal,,no,Towns.xlsx,2026-05-31
دبعل المنيه,Debaael,,no,Towns.xlsx,2026-05-31
صيدا القديمة,Saida El-Qadimeh,,no,Towns.xlsx,2026-05-31
حبوب,Hboub,,no,Towns.xlsx,2026-05-31
نيحا صور,Niha Sour,,no,Towns.xlsx,2026-05-31
مشاع الفتوح,Mchaa El Ftouh,,no,Towns.xlsx,2026-05-31
وادي الليمون,Ouadi El-Laymoun,,no,Towns.xlsx,2026-05-31
الجزيرة بقاع الغربي,Jazira West Bekaa,,no,Towns.xlsx,2026-05-31
معراب,Maarab,,no,Towns.xlsx,2026-05-31
جبل الشعيبة,Chaaibeh,,no,Towns.xlsx,2026-05-31
النبي سباط,Nabi Chbay,,no,Towns.xlsx,2026-05-31
مزرعة,Mazraat,,no,Towns.xlsx,2026-05-31
تولا البترون,Toula El-Batroun,,no,Towns.xlsx,2026-05-31
محيبيب,Mhaibib,,no,Towns.xlsx,2026-05-31
كفر قواص,Kfar Qouas,,no,Towns.xlsx,2026-05-31
تربل المنيه,Terbol-Miniyeh,,no,Towns.xlsx,2026-05-31
حوره,Houra,,no,Towns.xlsx,2026-05-31
ذوق الحبالصة,Zouq El-Hbalsa,,no,Towns.xlsx,2026-05-31
تل العمارة,Haouch El-Aamara,,no,Towns.xlsx,2026-05-31
الخرنوبه عكار,Kharnoubet Aakkar,,no,Towns.xlsx,2026-05-31
العمارية عكار,Aamriyet Aakkar,,no,Towns.xlsx,2026-05-31
حكر جورة سرار,Hokr Jouret Srar,,no,Towns.xlsx,2026-05-31
هلالية بعبدا,Hlaliyeh Baabda,,no,Towns.xlsx,2026-05-31
مزرعة كفربيدا,Mazraat Kfar Beda,,no,Towns.xlsx,2026-05-31
شير حميرين,Chir Hmairine,,no,Towns.xlsx,2026-05-31
جليلية,Jleiliyeh,,no,Towns.xlsx,2026-05-31
مزرعة  سردة,Mazraat Sarada,,no,Towns.xlsx,2026-05-31
وردية,Ouardiyeh,,no,Towns.xlsx,2026-05-31
مغر الأحول,Moghr El-Ahoual,,no,Towns.xlsx,2026-05-31
بمحرين,Bmehrayn,,no,Towns.xlsx,2026-05-31
محمرش,Mehmarch,,yes,Towns.xlsx,2026-05-31
وادي بنهله,Ouadi bnehlay,,no,Towns.xlsx,2026-05-31
بيت ايوب,Beit Ayoub,,yes,Towns.xlsx,2026-05-31
اوزاعية,Maraat Ouazaiyeh,,no,Towns.xlsx,2026-05-31
لوسيا,Loussa,,no,Towns.xlsx,2026-05-31
حواكير,Houakir,,no,Towns.xlsx,2026-05-31
بخعاز,Bekhaaz,,no,Towns.xlsx,2026-05-31
زندوقة,Zandouqa,,yes,Towns.xlsx,2026-05-31
كفر خلص,Kfar Khollos,,no,Towns.xlsx,2026-05-31
حام,Ham,,yes,Towns.xlsx,2026-05-31
تعيد,Taaid,,no,Towns.xlsx,2026-05-31
ساري,Mazraat Sari,,no,Towns.xlsx,2026-05-31
مزرعة الداودية,Daoudiyeh,,no,Towns.xlsx,2026-05-31
حمص وحمى,Homs Oua Hama,,no,Towns.xlsx,2026-05-31
قرنة الحمرا,Qornet El-Hamra,,yes,Towns.xlsx,2026-05-31
بيقون,Bayqoun,,no,Towns.xlsx,2026-05-31
قلود الباقية,Qloud El-Baqieh,,no,Towns.xlsx,2026-05-31
اهدن,Ehden,,no,Towns.xlsx,2026-05-31
مزرعة كفر جوز,Mazraat Kfarjaouz,,no,Towns.xlsx,2026-05-31
قنيور,Qnayouer,,no,Towns.xlsx,2026-05-31
خلة المتين,Khillet El-Mtain,,no,Towns.xlsx,2026-05-31
عماره عكار,Aamaret Aakkar,,no,Towns.xlsx,2026-05-31
ابو شاش,Abou Chech,,no,Towns.xlsx,2026-05-31
جورة القطين,Jouret El-Qattine,,no,Towns.xlsx,2026-05-31
شبيل,Chbail,,no,Towns.xlsx,2026-05-31
زبدول,Zebdoul,,no,Towns.xlsx,2026-05-31
تلحميرة,Tall Hmayra,,no,Towns.xlsx,2026-05-31
جسر القاضي,Jisr El Qadi,,no,Towns.xlsx,2026-05-31
نهر الدهب,Nahr Ed-Dahab,,no,Towns.xlsx,2026-05-31
حمى الرهبان,Hema Er-Rehban,,no,Towns.xlsx,2026-05-31
الشيخ زناد,Cheikh Zennad,,no,Towns.xlsx,2026-05-31
العزونيه,Aazouniyeh,,yes,Towns.xlsx,2026-05-31
سقي رشميا,Saqi Richmaya,,no,Towns.xlsx,2026-05-31
بردي,Bardeh,,no,Towns.xlsx,2026-05-31
بقعاتة كنعان,Beqaata Kanaan,,yes,Towns.xlsx,2026-05-31
قرحه عكار,Qarha Aakkar,,no,Towns.xlsx,2026-05-31
كنيسة هنيدر,Kneisset Hnaider,,no,Towns.xlsx,2026-05-31
الراموط,Ramout,,no,Towns.xlsx,2026-05-31
حوش الدهب,haouch El-Dehab,,no,Towns.xlsx,2026-05-31
ادونيس جبيل,Adonis Jbeil,,no,Towns.xlsx,2026-05-31
بوسيط,Boussit,,no,Towns.xlsx,2026-05-31
مشاع كفر ذبيان,Mchaa Kfar Dibiane,,no,Towns.xlsx,2026-05-31
عين موفق,Aain Mouaffaq,,no,Towns.xlsx,2026-05-31
الخريبة عكار,Khreibet Aakkar,,no,Towns.xlsx,2026-05-31
مزرعة بني صعب,Mazraat Bani Saab,,no,Towns.xlsx,2026-05-31
معيصرة الهرمل,Maaysra El-Hermel,,no,Towns.xlsx,2026-05-31
صرار,Srar,,no,Towns.xlsx,2026-05-31
مزرعة بصفُور,Mazraat Bsaffour,,no,Towns.xlsx,2026-05-31
كفرملكي عكار,Kfar Melki Aakkar,,no,Towns.xlsx,2026-05-31
حشمش,Hoshmosh,,no,Towns.xlsx,2026-05-31
حيتوله,Haytouleh,,no,Towns.xlsx,2026-05-31
دار الواسعة,Dar El-Ouassaa,,no,Towns.xlsx,2026-05-31
كفردجال النبطية,Kfar Djal En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
الصلحاني,Salhani,,no,Towns.xlsx,2026-05-31
مزرعة قروح,Mazraat Qrouh,,no,Towns.xlsx,2026-05-31
مزارع شبعا,Chebaa Farms,,no,Towns.xlsx,2026-05-31
خربة الدوير صيدا,Khirbet Ed-Douair Saida,,no,Towns.xlsx,2026-05-31
ضهر الدير,Dahr Ed-Deir,,no,Towns.xlsx,2026-05-31
كفريا زغرتا,Mzraat Kefraya,,no,Towns.xlsx,2026-05-31
قاع وادي الخنزير,Qaa Ouadi El-Khanzir,,no,Towns.xlsx,2026-05-31
مزرعة الواسطة,Mzaraat El-Ouasta,,no,Towns.xlsx,2026-05-31
خربة بسري,Khirbet Bisri,,no,Towns.xlsx,2026-05-31
سويدية,Michaa Mrajhineh,,no,Towns.xlsx,2026-05-31
جبل تورا,Jabal Toura,,no,Towns.xlsx,2026-05-31
الاوساميات,Mazraat Oussamiyat,,no,Towns.xlsx,2026-05-31
الجميلية,Jmailiyeh,,no,Towns.xlsx,2026-05-31
سمار جبيل,Smar Jbeil,,no,Towns.xlsx,2026-05-31
بيت الحوش,Beit El-Haouch,,no,Towns.xlsx,2026-05-31
مزرعة خلة خازن,Mazraat Khallet Khazen,,no,Towns.xlsx,2026-05-31
بسري,Bisri,,no,Towns.xlsx,2026-05-31
رشا,Racha,,no,Towns.xlsx,2026-05-31
حارتية,Hartiyeh,,no,Towns.xlsx,2026-05-31
مزرعة الرهبان,Mazraat Er-Rouhbane,,no,Towns.xlsx,2026-05-31
بنهران,Bnehran,,yes,Towns.xlsx,2026-05-31
ساقية الخيط,Saqiet El-Khayt,,no,Towns.xlsx,2026-05-31
بستيات,Bestiyat,,no,Towns.xlsx,2026-05-31
المعنية,maaniyeh,,no,Towns.xlsx,2026-05-31
جرابتا البترون,Jrabta El-Batroun,,no,Towns.xlsx,2026-05-31
ضهر أبي ياغي,Dahr Abi Yaghi,,no,Towns.xlsx,2026-05-31
الخرائب,Kharayeb El-Hermel,,no,Towns.xlsx,2026-05-31
عين تراز,Aain Traz,,no,Towns.xlsx,2026-05-31
برغز,Bourghos,,no,Towns.xlsx,2026-05-31
السماقية,Sammaqiyeh,,yes,Towns.xlsx,2026-05-31
كفر مسحون,Kfar Mashoun,,no,Towns.xlsx,2026-05-31
ريحانة جبيل,Rihanet Jbeil,,no,Towns.xlsx,2026-05-31
حصارات,Hsarat,,yes,Towns.xlsx,2026-05-31
حوش الصيادي,Haouch Es-Siyadeh,,no,Towns.xlsx,2026-05-31
برغون,Barghoun,,no,Towns.xlsx,2026-05-31
عين بورداي,Aain Bourday,,no,Towns.xlsx,2026-05-31
مزرعة كتران,Mazraat Ketrane,,no,Towns.xlsx,2026-05-31
دير كفيفان,Deir Kfifane,,no,Towns.xlsx,2026-05-31
سلطان يعقوب الفوقا,Soultan Yaacoub Faouqa,,no,Towns.xlsx,2026-05-31
مزرعة العرقوب,Mazraat El-Aarqoub,,no,Towns.xlsx,2026-05-31
بجدرفل,Bijdarfil,,no,Towns.xlsx,2026-05-31
محاربية,Mharbiyeh,,no,Towns.xlsx,2026-05-31
مرة الحج,Mrah El-Hajj,,no,Towns.xlsx,2026-05-31
شرين,Chrine,,no,Towns.xlsx,2026-05-31
واجه الحجار,Ouajh El-Hajjar,,no,Towns.xlsx,2026-05-31
زاير,Kharayeb Nahr Ibrahim,,no,Towns.xlsx,2026-05-31
وادي بعنقودين,Ouadi Baanqoudaine,,yes,Towns.xlsx,2026-05-31
قبع جزين,Qabaa Jezzine,,no,Towns.xlsx,2026-05-31
بيلا,Billa,,no,Towns.xlsx,2026-05-31
حريمة الصغرى,Harimeh Es-Soughra,,no,Towns.xlsx,2026-05-31
بيت حاويك,Beit Haouik,,yes,Towns.xlsx,2026-05-31
فريكه,Fraikeh,,no,Towns.xlsx,2026-05-31
دير طحنيش,Deir Tahniche,,no,Towns.xlsx,2026-05-31
ناصرية رزق,Nasriyet Rizk,,no,Towns.xlsx,2026-05-31
دوير الرمان,Douair Er-Remmaneh,,no,Towns.xlsx,2026-05-31
فغال,Fghal,,no,Towns.xlsx,2026-05-31
قيصر,Haouch Qayssar,,no,Towns.xlsx,2026-05-31
وادي الدير,Ouadi Ed-Deir,,no,Towns.xlsx,2026-05-31
كفرحرا,Kfar Harra,,no,Towns.xlsx,2026-05-31
مزرعة طمره,Mazraat Tamra,,no,Towns.xlsx,2026-05-31
بريج جبيل,Brayj Jbeil,,no,Towns.xlsx,2026-05-31
بدبهون,Badbhoun,,no,Towns.xlsx,2026-05-31
دير البلمند,Deir El-Balamand,,no,Towns.xlsx,2026-05-31
جبلا,Jebla,,no,Towns.xlsx,2026-05-31
علمانة مرجعيون,Aalmane Marjaayoun,,no,Towns.xlsx,2026-05-31
زغرين المتن,Zighrine El-Matn,,no,Towns.xlsx,2026-05-31
وادي قنوبين,Ouadi Qannoubine,,no,Towns.xlsx,2026-05-31
بقيعة الشوف,Bqaiaa Ech-Chouf,,no,Towns.xlsx,2026-05-31
جرجور,Jarjour,,no,Towns.xlsx,2026-05-31
الحمرا النبطية,Hamra En-Nabattiyeh,,no,Towns.xlsx,2026-05-31
سعدين,Saadine,,no,Towns.xlsx,2026-05-31
زبوغا,Zabbougha,,no,Towns.xlsx,2026-05-31
شبرقية تابت,Chebrqiyet Tabet,,no,Towns.xlsx,2026-05-31
وادي القصص,Ouadi El-Aaoss,,no,Towns.xlsx,2026-05-31
عبا الكورة,Aaba,,no,Towns.xlsx,2026-05-31
بو زريده,Bou Zrideh,,no,Towns.xlsx,2026-05-31
راس بعلبك الغربي,Ras Baalbek El Gharbi,,no,Towns.xlsx,2026-05-31
عمشكي,Aamchki,,no,Towns.xlsx,2026-05-31
ديمان,Dimane,,no,Towns.xlsx,2026-05-31
حوارته,Hwarta,,no,Towns.xlsx,2026-05-31
دارين,Darine,,no,Towns.xlsx,2026-05-31
حريق زغرتا,Hariq Zgharta,,no,Towns.xlsx,2026-05-31
كفون,Kfoun,,no,Towns.xlsx,2026-05-31
كفر صباغ,Morh Kfarsghab,,no,Towns.xlsx,2026-05-31
عين القبو,Aain El-Qabu,,no,Towns.xlsx,2026-05-31
ابو ميزان,Abou Mizane,,no,Towns.xlsx,2026-05-31
جنة,Janneh,,no,Towns.xlsx,2026-05-31
اصنون,Asnoun,,no,Towns.xlsx,2026-05-31
عين عرب مرجعيون,Aain Aarab Marjaayoun,,no,Towns.xlsx,2026-05-31
مار ماما,Mar Mama,,no,Towns.xlsx,2026-05-31
علالي,Aalali,,no,Towns.xlsx,2026-05-31
عين التفاحة,Aain Et-Teffaha,,no,Towns.xlsx,2026-05-31
مريجات عاليه,Mrayjat Aaley,,no,Towns.xlsx,2026-05-31
مشرع المتن,Machraah El-Matn,,no,Towns.xlsx,2026-05-31
شيخان,Chikhane,,no,Towns.xlsx,2026-05-31
مزرعة داريا,Mazraat Daraya,,no,Towns.xlsx,2026-05-31
معصريتي,Maasrati,,no,Towns.xlsx,2026-05-31
قاع بعيون,Qaa Baayoun,,no,Towns.xlsx,2026-05-31
دير بقلوش,Deir Baqlouch,,no,Towns.xlsx,2026-05-31
رمول,Rmoul,,no,Towns.xlsx,2026-05-31
عبيدات,Aabaydat,,no,Towns.xlsx,2026-05-31
مزرعة الراس,Mazraat Er-Ras,,no,Towns.xlsx,2026-05-31
دار خونا,Deir Khouna,,no,Towns.xlsx,2026-05-31
قطموم,Qatmoun,,no,Towns.xlsx,2026-05-31
راشكيدا,Rachkida,,no,Towns.xlsx,2026-05-31
المصيلح,Mazraat 'Mseileh,,no,Towns.xlsx,2026-05-31
راس بعلبك وادي فعرا,Ras Baalbek Ouadi Faara,,no,Towns.xlsx,2026-05-31
زبدين جبيل,Zibdine Jbeil,,no,Towns.xlsx,2026-05-31
دير مار يوسف جربتا,Deir Mar Youssef Jrabta,,no,Towns.xlsx,2026-05-31
السنديانة,Saidnaya,,no,Towns.xlsx,2026-05-31
مغاير,Mghayer,,no,Towns.xlsx,2026-05-31
حوارة المنيه,Haouaret-Miniyeh,,no,Towns.xlsx,2026-05-31
عين جرين,Aain Jrain,,no,Towns.xlsx,2026-05-31
ريحا,Riha,,no,Towns.xlsx,2026-05-31
خالدية,Khaldiyeh,,no,Towns.xlsx,2026-05-31
بطيشية,Btaychiyeh,,no,Towns.xlsx,2026-05-31
تل الاخضر,Tell El-Akhdar,,no,Towns.xlsx,2026-05-31
عين الزيتونة,Aain Ez-Zeitouneh,,no,Towns.xlsx,2026-05-31
زغرتغرين,Zaghartaghrine,,yes,Towns.xlsx,2026-05-31
هرمل جباب,Hermel Jbab,,no,Towns.xlsx,2026-05-31
مار سركيس,Mar Sarkis,,no,Towns.xlsx,2026-05-31
تشفلك اده حوش,Tcheflik Eddé Haouch,,no,Towns.xlsx,2026-05-31
سريرة,Srayri,,no,Towns.xlsx,2026-05-31
إغبة,Ighbeh,,no,Towns.xlsx,2026-05-31
مربين,Mrebbine,,no,Towns.xlsx,2026-05-31
كنيسة بعلبك,Kneisset Baalbek,,no,Towns.xlsx,2026-05-31
تل سبعل,Tall Sebaal,,no,Towns.xlsx,2026-05-31
بسرين,Bserrine,,no,Towns.xlsx,2026-05-31
عين القش,Aain El-Qach,,no,Towns.xlsx,2026-05-31
رمانة,Roummanet,,no,Towns.xlsx,2026-05-31
مزرعة العيتانية,Mazraat El Yahoudiyeh (Aaitaniyeh),,no,Towns.xlsx,2026-05-31
عرب اللهيب,Aarab El-Lahib,,no,Towns.xlsx,2026-05-31
كفرنون,Kfar Noun,,no,Towns.xlsx,2026-05-31
حقل,Haqel,,no,Towns.xlsx,2026-05-31
وطى سلام,Ouata Sillam,,no,Towns.xlsx,2026-05-31
حنيدر,Hnaider,,no,Towns.xlsx,2026-05-31
قرطبون,Qartaboun,,no,Towns.xlsx,2026-05-31
هيتلا,Haytla,,yes,Towns.xlsx,2026-05-31
مزيرعة بعبدا,Mzairaa Baabda,,no,Towns.xlsx,2026-05-31
شامات,Chamate,,no,Towns.xlsx,2026-05-31
عرب الجل,Aarab Ej-Jall,,no,Towns.xlsx,2026-05-31
مزرعة لويزة,Mazraat Louzid (Louayziyeh),,no,Towns.xlsx,2026-05-31
دير بابا,Deir Baba,,yes,Towns.xlsx,2026-05-31
مزرعة عيا,Aaiyeh,,no,Towns.xlsx,2026-05-31
الهد,Hedd,,no,Towns.xlsx,2026-05-31
مزرعة كوثرية الرز,Mazraat Kaoutariyet Er-Riz,,no,Towns.xlsx,2026-05-31
جنين,Janine,,no,Towns.xlsx,2026-05-31
شميس الشوف,Chammis Ech-Chouf,,no,Towns.xlsx,2026-05-31
شموت,Chmout,,no,Towns.xlsx,2026-05-31
طورزيا,Tourzaiya,,no,Towns.xlsx,2026-05-31
بشللي جبيل,Bchille Jbeil,,no,Towns.xlsx,2026-05-31
مراح الزيات,Mrah Ez Ziyat,,no,Towns.xlsx,2026-05-31
مصلا,Msalla,,no,Towns.xlsx,2026-05-31
عين علق,aain Aalaq,,no,Towns.xlsx,2026-05-31
مشاع فاريا,Mchaa Faraya,,no,Towns.xlsx,2026-05-31
زغدريا,Zaghdraiya,,no,Towns.xlsx,2026-05-31
سلوقي,Slouqi,,no,Towns.xlsx,2026-05-31
فريديس عكار,Fraydes Aakkar,,no,Towns.xlsx,2026-05-31
عرطز,Aartiz,,no,Towns.xlsx,2026-05-31
المحيدلة,Mazraat El-Mhaydaleh,,no,Towns.xlsx,2026-05-31
كسارة,Ksara,,no,Towns.xlsx,2026-05-31
مار بطرس كرم التين,Mar Boutros Karm Et-Tine,,no,Towns.xlsx,2026-05-31
خالصة,Khalsa,,no,Towns.xlsx,2026-05-31
قعبرين,Qaabrine,,no,Towns.xlsx,2026-05-31
الكنيسة عكار,Kneisset Aakkar,,no,Towns.xlsx,2026-05-31
راشانا,Rachana,,no,Towns.xlsx,2026-05-31
كفرحتنا,Kfar Hatna,,no,Towns.xlsx,2026-05-31
هميلة,Hmaileh,,no,Towns.xlsx,2026-05-31
دير مار مارون بعلبك,Deir Mar Maroun Baalbek,,no,Towns.xlsx,2026-05-31
سبرين,Sebrine,,no,Towns.xlsx,2026-05-31
مزرعة الخريبة,Mzaraat El-Khreibeh,,no,Towns.xlsx,2026-05-31
مزرعة زحلة,Mzaraat Zahleh,,no,Towns.xlsx,2026-05-31
مزرعة جمجم,Mazraat Jamjim,,no,Towns.xlsx,2026-05-31
قشلق,Qachlaq,,yes,Towns.xlsx,2026-05-31
مزرعة عرب سكر,Mazraat Aarab Soukkar,,no,Towns.xlsx,2026-05-31
خيارة العتيقة,Khiara El-Aatiqa,,no,Towns.xlsx,2026-05-31
وادي جيلو,Ouadi Jilo,,no,Towns.xlsx,2026-05-31
غابة جعفر,GHabet Jaafar,,no,Towns.xlsx,2026-05-31
هابيل,Habil,,no,Towns.xlsx,2026-05-31
